"paraphrase_id","itemid","paraphrase_count","paraphrase","paraphrase_date","issue_id"
"419","189","2","However, toilet paper is bad example 
as its really not REUSABLE. A better example 
woudl be a tooth brush - 
as brushing your teeth saves on average 
2 cavities a year - and cavities cost 800 to fill - so 200 for a 
brush that saves you 1600 is an INCREDIBLE deal. Then the 500 for 
the toothpaste contract - thats where the REAL value is - i mean 
for 700 you will have your money back in less than 6 mos - how 
incredible is that? He noted 
what is funny is anyone reading this would probably die laughing
- but this is common thing in IT industry. 
Of course, the vendor just makes sure 
his toothpaste is incompatiable with other vendors brushes
so you are locked into that toothpaste contract - or forced to 
buy a new brush. Jason said that 
their toothbrushes require their own special ""holder"" - 
custom installed, of course. You can't reuse your existing holders 
(""I know the slots are the same size; but ours it calibrated 
especially for our toothbrushes.  Also, who's to say your holder can 
withstand the extra load""). Derek added 
yeah crest's holders just dont 'scale' 
well - i mean a family of 5 or 6 and your screwed.","2002-02-13","16"
"420","189","3","Jason said let's not forget ""user 
training"". and floss,
added Derek, thats high performance dental 
care - you pay top dollar for floss. Jason said 
one member of the family will need to be 
flown to our ""flossing seminar"" - BUT it's in Miami this year
. Derek said for only 4,500 i can 
get crest 'reach' toothbrush certified - with that cert i am like 80% 
less likely to have ginvitis which is a huge value - peridontial disease
 is SO costly. He noted that the 
toothbrush vendor regularly is able to sell brush, paste and floss to 
folks with dentures :). Jason suggested that maybe 
the vendor has a 20% stake in the Denture 
company - ""to spread his risk"".","2002-02-13","16"
"421","189","4","Derek thought he should perhaps 
make a small list of things that are 'cheap' but highly useful - 
then see if they have some 'money saving' value like the toothbrush -
""what if the rest of the world operated like a software 
company..."" we ahvent even relaly touched on the 'monoply' 
implications here :) just on the no value ones :). 
He said people wouldnt buy a 200 dollar 
tooth brush and a 500 toothpaste contract - they will buy millions 
of dollars in software license fees - though i think slowly people are 
stopping the trend - whether it be because of reduced budgets or 
waking up and smelling the coffee.","2002-02-13","16"
"422","190","1","Daniel Baumann (chillywilly) asked 
btw, I was looking at some code 
in common and was wondering what GObj is exactly?.
Jason Cater (jcater) said it was 
just a generic object that can be expressed as XML.
He explained there's a few other 
convenience functions in there but otherwise it was 
just a container for items like GFForm, GFBlock, GFEntry 
and GFBox.","2002-02-13","16"
"423","190","2","Daniel asked whether it would 
be useful if all business objects on the app serverwere GObjs?
. Jason said he hadn't considered that. Daniel said this 
would mean you could transparently 
get persistence of GObjs ;P. Jason said 
well, the only persistance I see us 
needing is storing the objects in their corresponding XML file
- so the point of GObj is already to provide transparent 
persistence via xml, but he wasn't sure. Daniel 
clarified so, does having GObjs 
witht he ability to output xml help you generate forms? 
Is that how you use it?. Jason confirmed this. 
Daniel said maybe I should 
concentrate on an ODMG python binding to store any type of 
python object [...] anyway, GObj just kinda caught my eye - 
think about it, lemme know if anything smacks you upside 
the head ;). Jason 
nervously looks for approaching trout.","2002-02-13","16"
"424","191","1","James Thompson (jamest) asked 
navigator - how official is it?. He wanted
to make win setup.exe of it
. Jason Cater (jcater) said he thought it was very
useful, but wonders if he shouldn't 
add a ""tree-style"" interface first. 
James suggested 
you might be able to rip the event handler (unused) in forms UIwxpython
to possibly grab those events you're missing in UIwxweb.
He would have to prioritise getting 
windows support polished up tonight in there and try to 
work out why the CVS version of Forms was not working on 
Windows. Later, Derek Neighbors (derek) confirmed that he 
regarded Navigator as 'official' even though it needed more 
things adding and hadn't been part of a release yet.","2002-02-13","16"
"425","192","1","Jan Ischebeck (jan) said he had been working on block support, 
but the biggest problem, i've spared up 
;) for later: master-detail relationship. James Thompson
(jamest) wished you could interface to 
our python stuff in the normal GNUe Forms client. He 
haven't seen a php/python bridge though :(
. Jan suggested We could do it by 
SOAP. [...] I'm not shure how to write the python part, but if there 
would be a gnue-common webservice, possibly with a similar interface 
like GEAS..... James said 
there was work done on gnue-rpc, but Jason Cater had had to 
deal with more pressing issues. Jason (jcater) said 
the real issue is that gcommon is a library, 
not necessarily a service - so I'm not sure how that would work - 
it's as easy to do XML-RPC in Python as in PHP, though. 
Jan said he would particularly like access to
the db abstraction layer in 
GNUe Common.","2002-02-13","16"
"426","192","2","James said he was thinking of adding to Forms 
the ability to say that forms pages are 
steps - so that I could rapidly design a web form that is one or more 
steps - then on the last page a commit is done - as personally I 
hate making html forms. Jan said that was 
possible - Whats about a ""WIZARD""
attribut in the <form..> tag?. James said he had not 
given this a lot of thought, and 
i'm not sure how the normal client would deal with this type of form
 or even if it was desirable functionality. It wouldn't be a 
problem if it required a change to the XML definitions, as 
I don't think the DTD is stable 
yet.","2002-02-13","16"
"427","192","3","Jan said the PHP forms client was very slow at the moment, 
as Every time php parses the xml file and 
load session data., but was faster if cached. 
He would look at improving the caching once 
the basic features are in.","2002-02-13","16"
"428","192","4","Jan started to think about James' wizard idea, and said 
every page needs back and forth 
buttons and the last one needs the commit button.. 
James explained how to do this in python. He said the wizard 
would be usefull in 2 places - 
html forms are #1. They could also be useful for 
situations like say you want your 
reps to always ask the same things in a specific order. 
Jason Cater (jcater) noted if we had 
multipage blocks this would be easy to do using existing 
""pages"" concepts. Jan thought that however 
the wizard worked, it needed to work for 
the standart client as well, and wondered 
Whats about using the 
normal pages and some triggers to implement it?.
James said that 
right now forms are of type=""tabbed"" iirc which makes the pages 
become notebook tabs - a 
type=""stepthru"" could be added. It was important to
hide all the extras - 
query, print, next/prev foo, jump to record so that there 
was only one route through the wizard with 
and gave a next, back, cancel button. Multiple blocks wouldn't 
do this. Jason agreed, but said 
multipage blocks are probably a prerequisite - and if you had multipage 
blocks, you could easily simulate such a system without a special tag
.","2002-02-13","16"
"429","192","5","Later, Jan asked 
why shouldn't two blocks share on datasource?. James said
our datasources implement master/detail - 
so they have a concept of current record. This allowed 
users to cruse thru a master/detail 
set of data changing masters and children at will - then commit 
the whole mess. Jason said this was a key feature - 
I don't know of another forms implementation 
that can do master/detail like GNUe can. Jan did a 
simple master detail implementation 
in one single block and decided . 
Ok, thats enough master detail for tonight. :).","2002-02-13","16"
"430","192","6","James said that he had now put Jan's PHP Forms client 
on the GNUe 
website - i set him up an 
account so we can always show this stuff off :). 
He had already publicised it to several contacts by e-mail. 
He tried Jan's 'pre-alpha' wizard. Jan noted 
only thing is form cannot send mail
to you. James suggested using triggers, but Jason 
thought conceptually, it wouldn't be 
a problem to have a ""write-only"" database driver that 
actually sends an email :). Jan said his PHP client 
needed some more debugging, and currently didn't support
RPC, SOAP, orbit,.... just 
postgres...... However, James said he thought it was 
really useful, especially as the same GNUe Forms Definitions 
(.gfd) could be used with the normal Forms client. Jan 
added e-mail forwarding as well.","2002-02-13","16"
"431","192","7","James was very enthusisatic, but emphasised 
the need to be carefull
and figure out how to wrap this into common and the 
main Forms client as well. 
we need to get php and python playing together, so 
they could feed some of Jan's work on the PHP client back 
into the main Forms client. Jason said that, 
if we don't mind restricting this to 
apache for the near future we might want to look at mod_python 
or mod_snake. He cut-and-pasted 
Mod_python is an Apache module that embeds the Python interpreter 
within the server. With mod_python you can write web-based applications in 
Python that will run many times faster than traditional CGI and will have 
access to advanced features such as ability to retain database connections 
and other data between hits and access to Apache internals..
James thought this sounded promising.","2002-02-13","16"
"432","192","8","Later, James emphasised that they were trying to merge 
Jan's work into the core product, 
so that the python forms core and common can be used.
Derek Neighbors (derek) wondered whether a PHP Forms client was 
worth it - in the same amount of time
he could probably learn one of the python embeded deals, but 
he admitted he wasn't keen on web-based forms generally. James said 
the whole focus was ways to reuse what 
we have, and the lessons learned could be useful in 
developing an HTML forms client. He thought 
what was demo'd tonight was nothing short of 
breathtaking.","2002-02-13","16"
"433","193","1","James Thompson (jamest) said 
one of my users had forms generate the following error msg - 
Bad! Bad! Bad!. He thought he 
may need to clean up the error 
code output a bit. He was 
glimpseindexing the source - to see where that msg is embedded.
It is probably worth the time to make sure all our output is 
politically correct [...] I could just see someone calling me 
up - um this forms says I'm screwed - what do you
 mean? - well the error message is ""You're 
Screwed!"" - oh that......um.....it's a 
typo.","2002-02-14","17"
"434","193","2","Reinhard Müller (reinhard) said 
in some of my programs i have error messages like
"" if you read this please call reinhard immediately!""
:) Jason Cater (jcater) said 
well, better than ""if you read this, reinhard is already 
vacationing in the Philipines with all your money"".
Derek Neighbors (dneighbo) said 
i always thought error messages we could expect to see from m$
error 23342: Your data is trashed, for a 89.99 upgrade fee we 
might be able to get some of it back. or 
error:31137 Serious data loss has 
occurred.  It's the perfect opportunity to install windows 2000 
since you have nothing left to lose, except 200.00 or so 
dollars..","2002-02-14","17"
"435","194","1","Keith Nasman (kdog) said that some people had been 
e-mailing him for help with his 

Red Hat installation instructions on the website. 
Derek Neighbors (dneighbo) apologised - 
i didnt mean to defer people to you
- just wanted to give you proper credit. Keith said 
No problem, I send them here :-)
. Derek suggested forwarding enquiries to the 
info@gnue.org e-mail address.","2002-02-14","17"
"436","195","1","James Thompson (jamest) asked whether anyone was using GNUe Forms
with wxpython 2.2, as opposed to 
vs the devel 2.3.x branch?. He was keen to 
ditch 2.2 support as part of a code 
cleanup. Jason Cater (jcater) noted 
issue is we will break our debian support :(. Derek Neighbors 
(derek) asked what is there that needs 
to break? He felt that keeping Debian GNU/Linux support was 
more important. James said the urge to 
move to 2.3 was to clean up lots of crap in our code that are 
workarounds for 2.2 issues, however I thought debian was 2.3, since 
it breaks it i don't want to move up.","2002-02-15","17"
"437","196","1","Peter Sullivan (psu) noted that 
the GNUe entry on sourceforge - it mentions the main web 
site - but doesn't say where it is. James Thompson
(jamest) said we really need help 
with maintaining the web sites. Both Peter and Calum 
Morrell (drochaid) volunteered to help. James said 
the sourceforge site is so far 
out of date it's nuts - the main site has people not liking 
nuke - but at least it's letting us get stories up easier
. Peter also noted that the 

GNUe web site on www.gnu.org 
has lots of dead links too, and asked 
shall I have a go at updating it, 
or do we just replace with a placeholder page to point to the 
main website?. James said 
we need to maintain that page - per fsf request.","2002-02-16","17"
"438","196","2","Later, Derek Neighbors (derek) said 
psu or drochaid if you want to 
help with web sites EASIEST quick gain is to update gnu.org 
site pages - they are in cvs so easy to deal with updates on - 
and submit patches on the other ones - gnuenterprise.org 
that is. I think we shut most of sourceforge.net down - 
we should just update our 'releases' there.
James said we did - but our 
files are out of date - and I had someone mail me with 
issues with last forms program loaded there :(.
Derek said he expected 
soon enough sourceforge will be shut down - or made a 
'pay site' anyhow - by the looks of all the chagnes going 
on at VA.","2002-02-16","17"
"439","197","1","James Thompson (jamest) asked Neil Tiffin (neilt) 
hows wx support comming along?
 on Mac OS X. Neil said he had got this key 
dependancy installed, and asked 
you want to walk me through getting forms working?. 
James was keen, as he 
would love to see mac os screen shots :). 
Theoretically, the main setup.py file should do everything 
for a developer install
that included everything. User installs were slightly more 
complicated, as they had to run a setup.py for each part of 
the application they wanted. This installed the programs, 
and then Neil had to add their working directory to his 
path, but then got the introduction form working straight 
away. Designer also worked first time, with a few minor 
GUI issues. James then suggested adding details of a valid 
database to the connections.conf file, and using this to 
build a form using the wizard.","2002-02-16","17"
"440","197","2","Later, Neil reported 
new screenshot posted using designer with Mac OS X. 
James later put this on the website.","2002-02-16","17"
"441","198","1","David McWherter (dtm) asked what 'HEAD' was in CVS. 
Daniel Baumann (chillywilly) explained this was 
the main branch - the 'trunk' if you will
 David asked if this was the stable distribution. Daniel said
HEAD is usually the most unstable as it is
like the current cvs version. Derek Neighbors (derek) explained
generally branches are stable of some 
sort. Daniel said Usually you hack
on a certain stable branch and fix bugs - HEAD has all the 
'development' stuff in it - at some point HEAD becomes stable and you 
branch off again (that's one way to do it). You can merge bug fixes 
form the stable branch back into HEAD. The cvs book is a good source
.","2002-02-18","17"
"442","198","2","David said this seems counterintuitive
to me; i'd think the stable should be default ;). Daniel 
pointed out well you usually only checkout 
cvs code if you're going to hack (theoretically) - normal users
would just download an official release. However, 
some ppl do keep HEAD 'stable' and start 
an unstable 'branch' - you can do it however you want. GNUe 
had done this at times in the past, and so did ORBit.","2002-02-18","17"
"443","198","3","He explained cvs only grabs 
the 'diffs' - so once you do the initial checkout usually you're not 
downloading a lot after that - it just pacthes the files and grabs new 
files. iirc, it does the equivalent as diff -urN old new would do - 
so, in essence it is incremental, but it is all ASCII of course for 
the most part as it's used to manage source code, or html files, etc.
.","2002-02-18","17"
"444","199","1","Derek Neighbors (derek) asked whether queries in Forms were 
case-sensitive. Jason Cater (jcater) said 
it is case sensitive - but if the field is set to 
case=""upper"" then that applies to both input and queries
. Derek asked do we plan on 
putting menu based copy/cut/paste in? Jason said this had just 
been added.","2002-02-18","17"
"445","200","1","Derek Neighbors (derek) asked Steve Neighbors (pirate1962)
you were willing to work on the application 
server part right?or you want some other hideous task?. He 
explained that for Application Server, 
we have something written in C that had some lofty goals and works 
to a degree. Rather than give you the spec for that we have been 
debating about what we really want in an app server and 
whether its smarter to 'phase' in functionality.","2002-02-18","17"
"446","200","2","Derek said our original goals in 
an application server were..... (iirc) a. provide n-tier architecture, 
where db server could be independent of middleware and middleware 
independent of client and at either tier you could do fail over/
load balancing or replication - b. that storage would be in SQL 
database but presented as 'objects' for client applications - 
c. that the objects methods could be written in any language - 
d. some other goals that i dont recall w/o looking at the docs
.","2002-02-18","17"
"447","200","3","Steve noted multiple languages and 
transports is a desirable objective, but it comes at a cost.. 
Derek agreed, but said 
we are hoping in many ways maintenance will be better or at least 
suits will think so, as you wouldn't have to re-train 
in-house programmers to use a particular language to use or 
extend GNUe - they could even use Visual Basic if they wanted to. 
Abstracting the transport layer was important 
because if anything transport is in a 
state of flux - 2 years ago it was DCOM, last year it was CORBA, six 
months ago it was XML-RPC, with .net its now SOAP. Abstracting that 
lets us kind of 'roll' with the flow with minimum effort and allows 
maximum types of clients to use the server. He admitted he 
personally didn't consider language abstraction as important, as 
im a python freak -  so i woudl be fine 
with it only supporting python :). Jason Cater (jcater) pointed 
out we do try to design our APIs with this 
abstraction in mind; not simply try to mold some existing product to 
fix our needs after the fact - of course, that only takes you so far 
:). Steve worried that you 
need to be experts in all supported areas just to defend yourself and 
provide decent service.. Derek felt 
i think this is where open source kicks 
butt - generally what we do is implement our FAVORITE way of doing 
things but leave an open api for others - then as the 'expert' in that 
way comes along they just plug into the API. Like database abstraction 
- we did two or three providerswe use regularly and one day code just 
'showed up from ibm' for db2 out of the blue.","2002-02-18","17"
"448","200","4","Derek pointed to various documents about GNUe Application Server 
on the website. Steve said he would 
take a look at all of them and get back with questions.","2002-02-18","17"
"449","200","5","
Two days later, 
Derek Neighbors (dneighbo) noted that 
the fellow from lithuania has all installed now and i think is ready 
to begin working full time on gnue - where do we want to let him loose
at? He explained 
a company in lithuania that does free software consulting was 
keen on using GNUe, and so in between jobs
he is letting one of his developers work on gnue. This had 
been in the pipeline for a while, 
just nothing happened with it for a long time. James 
Thompson (jamest_) said there is a huge 
todo and asked for more information. Derek said 
he doesnt speak english really well
, but might speak Russian. 
He doesnt know python natively but he does have degree in computer 
science and should hopefully have all the relevent reference 
books. He suggested finding some 
quick wins for him to do. He admitted 
it suprised me quite a bit too, 
i had almost forgotten about it.","2002-02-18","17"
"450","200","6","Derek asked Jason 
btw when do our interns start?. Jason said 
this week - have one this time - 
didn't want to bite off more than I can chew. I have him doing an 
Oracle Reports to GNUe Reports translater. Even though the 
tags for GNUe Reports weren't defined yet, 
first step is decoding/reading Oracle Reports file.","2002-02-18","17"
"451","201","1","Jijo Sevilla (TypeRite) said he was interested in GNUe as 
it's written in Python. :). James
Thompson (jamest) said actually we're writing
in python but will drop back to C where he hit performance problems -  or
in the case of geas....it's all in C at this time. Jijo thought 
that sounds like a very good way to do things.
Python as the glue, with C handling the performance-intensive portions.
. He said he was just lurking for awhile, 
if you don't mind. Going through online documents seeing how things are and 
if I can do anything to help. GNUe is the only open source ERP solution I
know of now, and the fact it's written in Python makes me jump up and down
in joy. :).","2002-02-21","18"
"452","201","2","J Beyer (jbeyer) asked how much of the gnue code is
actually working? or lets put it this way: is anybody using it in production?
 James said as for forms and designer they 
are usable today - they are also used in production. He confirmed GNUe 
used XML for forms definitions - they were using 
pyxml - with our own custom wrapper parser.","2002-02-21","18"
"453","201","3","Jijo asked which was the best module to start with 
if I want to get a feel of the code? James said that
On the python side of the fence, gnue-common is the
core of forms, designer, navigator, and reports. It provides a lot of the core
functionality of these tools - a dictionary based xml parser that maps to GObj
(our base python object) trees, a data engine that has drivers for every python db
api 2.0 available (we'll also support non-db api 2.0 drivers), a app framework that
embeds a debug system, config system, profiling system, and so on. 
He explained forms is our user interface system - 
designer currenly writes only form xml files - however its capable of handling any
xml format defined in our GParser format. Reinhard Müller (reinhard) 
said that geas is in a state where it basically works
(more or less) but the code has become unmaintainable and we are in the process of
rewriting part by part - so if you are a ""developer"" we would greatly
appreciate help in doing this as it's hard and time consuming work - if you are a
""user"" you'd better keep your hands off geas for the time being
:) James continued Navigator is currently a
brain dead navigation system - its a quick hack based upon common that lets you
define processes - these processes define steps that run forms, or apps - some day
this will support role based access control but not today :)  Reports can generate
reports :) - but is not complete - it can be used however -  it's author used it to
generate something like a 10,000 letter mailing to their customer base
IIRC.","2002-02-21","18"
"454","201","4","He suggested so to play -  i'd grab common, forms,
designer if python was your thing, i'd grab geas if C and object servers are your
thing.","2002-02-21","18"
"455","202","1","Derek Neighbors (dneighbo) welcomed Arturas Kriukovas (Arturas). Arturas said
he was fluent in Delphi. Derek said that,
as an ex-Delphi programmer himself, python is a VERY
easy transition from delphi. Arturas said he was keen to help anywhere and 
everywhere! Derek said possible areas to start were:","2002-02-21","18"
"456","202","2","He suggested i think we should talk to jcater and
jamest and see if they have some stuff in forms or designer that we can start you
with that will allow you get a better understanding of the internals of gnue, but
while doing something useful :) He was looking
for our current TODO but i can not find it so we can discuss tomorrow. 
He wished Arturas Labanaktis ('Goodnight' in
Lithuanian).","2002-02-21","18"
"457","202","3","
The next day, Derek suggested 
specifically we think you could help a lot with internationalization
. James Thompson (jamest) said they had a 
a patch that allows for unicode 
in forms that needed testing and applying. He said 
Arturas could take the existing 
tools - and make with work w/ unicode and/or localization 
features - so that you could write a form in russian - have 
the menus and such appear in russian - store russian in the 
backend. It's as much a design job as a coding job as we can
do some of this now - it's just doing it correctly that 
needs attention :).","2002-02-21","18"
"458","202","4","
A few days later, Derek asked 
jcater / jamest can one of you update the TODO (and 
roadmap) for forms, common, designer? -  this way when 
arturas stops by i can give him something definitive to work on
.","2002-02-21","18"
"459","203","1","Derek Neighbors said that my mission this weekend is
to get gnue debs that work. He wasn't keen on doing 
Debian packages with autoconf - i dont want ot do 
it the C way - i want to do it the python way :). Daniel Baumann 
(chillywilly) said it's justa  macro language - nothing 
tlang specific about it. Derek said he didn't want to make autoconf a 
dependancy for GNUe in general, but he WOULD accept 
having to have autoconf to make debian packages.","2002-02-21","18"
"460","203","2","Jeff Bailey (jbailey) said he would do some Debian packages - 
I just need to get a working copy of GnuE on my system 
so that I can make sure I don't break anything. Derek said that 
to make a debian shouldnt require changing the 
source code of a program (or so i would think). Jeff said 
It depends on if any locations are hardcoded.  Some of
Debian's filesystem rules are a little twisted. Derek said this shouldn't 
be a problem. He was keen to get working debs in the
pool by sunday night for 'political' reasons. He asked 
do you know how to get the source that made those
debs? i.e. if apt-get source gnue-forms works and gets the files necessary to 
actually create the .deb file we are 90% done - all we have to do is find out WHAT
is breaking when you apt-get install gnue-forms for example and fix that. 
Daniel did a quick apt-get and reported looks like it
installs for me home billy. Derek said it may
INSTALL - does it WORK? He said we have 
gotten NUMEROUS reports that it doesnt 'work' -  however we DID have people file 
bugs in debian. Jeff said there was nothing shown in the Debian bug 
tracking system. He said Your reason for not being in 
woody so far is that you're not building on all the arch's. That should be trivial
to fix. Jason Cater (jcater) wondered why - 
could it be a dependency that doesn't build that's keeping us back?. 
Jeff confirmed that, although he wasn't the package maintainer, he had access to 
maintain them as a NMU - Non-maintainer 
upload..","2002-02-21","18"
"461","203","3","Jeff later reported that he got the gnue-forms debian package installed - 
Incidentally, the only install problem I experiences was
a conflict with pyxml - That's a broken python dependancy, not a gnue 
problem. This did not install the demo forms, however. He noted 
Ah, joy.  gnue-forms failed to compile on *every* arch.
That's almost certainly a build-deps problem. Digging further, he noted 
I think that he didn't reazlie that Depends aren't
necessarily filled for build-deps.. He posted a python traceback error 
message he got trying to start Forms with the sample intro.gfd. However, there 
were no Forms experts on hand to take it further.","2002-02-21","18"
"462","203","4","
The next day, Jason apologised for disappearing - 
my crappy cable connection went down.","2002-02-21","18"
"463","204","1","Daniel Baumann (chillywilly) asked 
what the diff is between an inner and outer join as 
the one postgres guide I was reading 
was damn confusing. Derek Neighbors (derek) said 
an inner join only includes rows 
where BOTH tables are the same - and outer join includes all of 
either the left or right table and only the matching of the other
. Derek gave an example. Jason Cater (jcater) suggested 
come back tomorrow for ""Fun 
with Unions!"". Daniel supposed that SQL 
included any set operations right
- as thats the basis - you have a set with relations, iirc
? Jason said union is a distint 
join -  intersect is the common stuff - minus is what's in #1 
and not in #2. He uses oracle's 
flavor of unions - I'm not sure if their union keywords are SQL92
.","2002-02-22","18"
"464","204","2","Later, Derek confirmed that 'tuple' was non-standard 
terminology that postgresql used for 
a 'row' or a 'record' ;)
. Daniel read on and came across concepts like 
a cross join - inner join on
true - does anybody use this shit?. James Thompson 
(jamest) said i dont - 
i use where clauses - i'm oldskool.","2002-02-22","18"
"465","205","1","Arjen Runsink (Suit) asked whether GNUe 
preferred wxGTK 2.2.9 or 2.3.2 ?. James Thompson
(jamest) said we work w/ either
, but he personally felt 2.3 was 
a bit nicer. The main reason for still supporting 2.2
was that the major GNU/Linux distributions didn't have 2.3 yet. 
Arjen asked shoul wxPython match the 
subversion number too, or just the minor? James said 
i had the best luck matching both
, although it's hard to find 
older copies - IIRC you have to go to sourceforge, as the 
wxpython website only had current versions.","2002-02-24","18"
"466","206","1","Jan Ischebeck (jan_) said that RPC calls involved object reference 
IDs and asked Should there be a 
""description"" of all objects to check against?
Jason Cater (jcater) said we do pass handles 
for object when using transports that don't support objects natively
(i.e., the CORBA driver won't pass around references, but actual 
objects) - the handle is used to reference a proxy object on the 
server-side - so this was meant to be transparent to the client 
and server - at least when using GRPC on both ends. 
Jan said A gprc is not needed to 
comunicate with SOAP or XMLRPC. The only function it can have is to 
be a kind of control. That means to check which parts of an object 
should be available by RPC and which not. He added 
 If i understand it right, corba needs 
an IDL file for client and server. So for corba there is the need of 
an definition of the tranfered classes on both sides, which 
SOAP and XMLRPC didn't. Derek Neighbors interjected 
we are not wanting to define every 
object - merely a wrapper to pass objects back and forth over the 
transport. Jason said 
we very much need the grpc file to know what to expose - 
the client may not need the grpc file but one has to exist.
Jan suggested You mean, the grpc file is 
something like a communication standarization document. Something like
a grammar. i.e. people can SPEAK, without everytime looking on it ;)
.","2002-02-27","18"
"467","206","2","Jason agreed, and noted the problem is, 
grpc is very much in the early planning stage - as in, you saw the 
first round of my thought process (you poor soul :) - and we really 
don't have any docs yet. Jan rephrased his original question
as Should the incoming request be checked 
against the GRPC file by the server?. Jason said 
I hadn't planned on it - but hadn't gotten to
that point. Jan said the basic 
structure you've coded are quite  good. I just had to insert some 
lines to make it working. He would document the discussions 
as a GNURPC pre alpha draft 
docu.","2002-02-27","18"
"468","206","3","James Thompson (jamest) asked 
what do you think of python? (now that you're using it)?
Jan said its horrible... ... im getting 
more and more addicted ;) He found it much easier to read
than other languagues like C. Jason felt 
it says a lot about python's reablility when jan can figure out grpc 
:) James thought it says alot 
about jan's state of mind in comparison to jcater's state of mind
 and goes and cowers in terror in 
the closet fearing a world where more that one person thinks like 
that. Jan said understanding the 
grpc code was not very difficult. First you have to imagine a donut, 
.... ;). Jason said jan is right... 
all the grpc samples are donut related - so you really DO have to 
think ""donuts"" Derek hoped 
that jan isnt under impression that a 
grpc donut factory will produce EDIBLE donuts :) - he could 
imagine some interesting help desk calls. Jan said that he had put 
a sample GNU-RPC donut installation on the web. Jason got all 
emotional - my baby - she's alive!
James tried it out, and got a 
super glazed! donut.","2002-02-27","18"
"469","207","1","James Thompson (jamest) asked if forms 
highlighted the current field being edited....would this be a bad 
thing? He said my users are 
complaining about finding the cursor. Possible solutions 
were block cursor - highlighting - 
bolding current fields text - enlarging current field a small amount
. Jason Cater (jcater) suggested 
changing background color of current field to a pale yellow???
- ala my label editor in designer. James was worried that 
color blind people might not notice it
. He suggested we can make the 
highlighting an option in gnue.conf - highlighting=none, colored, 
bold, foo and so on. Derek supported this, and suggested 
i think the 'proper' way to denote 
field of focus is to bold highlight the border of the field with 
focus - this way text or background isnt 'altered' which can be 
hard on eyes - but the field appears 'elevated' to distinguish it
 Jason said I think we can't do 
that in wx - or that would've been our primary approach :(.
Derek said that is why optoin in 
gnue.conf is great - so when you have pyGTK and pyQT working someday
you can make it right easy :).","2002-02-27","18"
"470","208","1","Derek Neighbors (dneighbo) suggested starting with the lessons 
learned from the existing GNUe Application Server (GEAS), 
then defining the goals and direction of a new GEAS. 
He said GEAS had 
evolved w/o direction - meaning it was something treshna designed 
for specific own needs without a direct definition of what it was to be
. James Thompson (jamest) said GEAS had lacked 
forms support, security, 
performance, stability. This last point was much 
better than it had been, and was now mainly due to problems 
in his area anyway. Reinhard Müller (reinhard) said when GEAS had 
been originally written, it lacked 
coordination, goal, interest from 
other team members (including himself). Derek agreed, 
but said that this had been partly recognised, and that 
the gnue version of geas 
was significantly different to the one Treshna wrote for 
themselves.","2002-02-28","19"
"471","208","2","Reinhard defined the overall goal of GEAS - 
to pull the application logic
 (or 'business rules' out of both the Forms and the 
database backend. James noted that 
triggers and the like wouldn't be removed from forms - 
but in an OO setting they wouldn't be used. Jan 
Ischebeck (Jan) agreed 
2- tier is also important. Derek confirmed
forms in 2 tier mode is kind 
of necessary to hit our larger goal, but he and 
Reinhard wanted to focus on GEAS for the current discussion.","2002-02-28","19"
"472","208","3","Derek and Reinhard suggested some other goals for GEAS.
Derek said that abstraction/independance of database, RPC 
and language were important - as otherwise 
i can use jboss right now today 
. Reinhard said he personally didn't care much 
about these issues, except database independance. Derek said
RPC abstraction was important to keep up to date - 
CORBA is dead - every body right 
now is using XML-RPC - but what will it be next month? 
SOAP??? M$ FOO TRANSPORT?. Reinhard suggested GNUe 
should seriously consider just using jboss instead of writing 
their own Application Server if this was all they were hoping to 
gain. Derek said the main issues he had 
with using jboss were 
a. its not a gnu project (one goal of GNU is to have a full 
suite of GNU apps) - b. its java (as are mostly ALL of the 
free app servers) and the thought of method code in java hurts 
me.","2002-02-28","19"
"473","208","4","Jan re-iterated Reinhard's point of being able 
to define business rules, methods 
and data without having to be a software expert. 
Derek agreed, but didn't want to 
get into own defined macro language syntax. He re-pasted 
the list of goals, which were now up to 5. Reinhard added a few 
more, and said he still didn't agree with Derek's points about RPC 
and language independance. Derek said security and stablity were 
important, but so was usability. He said 
you need not be a hacker to maintain 
or use the softwaer -  BUT i dont expect home users to be able to do 
so - more a business analyst type person. Reinhard said
i don't think it's maintainable to have 
20 dbdrivers for 13 db backends. James said 
i think we hit a good mix in common....
meaning basic support is there and the framework is 
maintainable.","2002-02-28","19"
"474","208","5","Derek asked about 
object transparency - at the moment, the goals 
did not include this, which was how other free software 
Application Servers did it. It was noted that 'not Java' sounded 
a bit negative, so Derek suggested combining this with the 
licensing issue to say 1. Must be 
GPL and built with truly free tools. Jan said the 
possibility to change 
buissness objects without breaking old code was an 
important goal. Reinhard agreed, and thought that was implied 
by the goal to be easy to 
configure and adaptable without downtime. James said 
i don't think any app server today 
does that.","2002-02-28","19"
"475","208","6","Neil said that, from a business user perspective, he would put 
different priorities on some of the goals, but felt he should 
keep out of the discussion at this stage. Reinhard disagreed - 
i don't want to end up in writing 
an appserver that doesn't fit business needs. 
Neil said we need a central repository 
for defining the business objects (or what ever you want 
to call them) - So that business functionality can be defined 
in one place and show up in all the places it needs to in the 
enterprise.","2002-02-28","19"
